Nome,Citta,Indirizzo,Telefono,Email,Categoria,Motivo,Recensioni,Demo URL,WhatsApp link,Email link,Inviato
Carrozzeria S. & M.,Treviolo BG,"Via E.Scuri, 18, 24048 Treviolo BG",035 200288,,SENZA SITO,nessun sito,35,https://mirondavide.com/autofficine/bergamo/carrozzeria-s-m/,,,
Officina Corretti,Bergamo BG,"Via Gianbattista Moroni, 237, 24127 Bergamo BG",035 255089,,SENZA SITO,nessun sito,33,https://mirondavide.com/autofficine/bergamo/officina-corretti/,,,
Officina Elettrauto Di Ghisleni Maurizio,Bergamo BG,"Via Lunga, 30, 24125 Bergamo BG",035 310200,,SENZA SITO,nessun sito,28,https://mirondavide.com/autofficine/bergamo/officina-elettrauto-di-ghisleni-maurizio/,,,
Carrozzeria Rigamonti,Treviolo BG,"Via Alcide De Gasperi, 1, 24048 Treviolo BG",035 692180,,SENZA SITO,nessun sito,27,https://mirondavide.com/autofficine/bergamo/carrozzeria-rigamonti/,,,
Autofficina BFG car,Castel Rozzone BG,"Via Monte Arera, 15, 24040 Castel Rozzone BG",0363 562762,,SENZA SITO,nessun sito,26,https://mirondavide.com/autofficine/bergamo/autofficina-bfg-car/,,,
Free Car,Bergamo BG,"Via Carlo Serassi, 20, 24124 Bergamo BG",035 243257,,SENZA SITO,nessun sito,26,https://mirondavide.com/autofficine/bergamo/free-car/,,,
Lepo Car,Bergamo BG,"Via Longuelo, 53, 24129 Bergamo BG",035 251168,,SENZA SITO,nessun sito,25,https://mirondavide.com/autofficine/bergamo/lepo-car/,,,
Mologni Fabrizio - Autofficina,Bergamo BG,"Via Martinella, 23/E, 24124 Bergamo BG",035 362173,,SENZA SITO,nessun sito,24,https://mirondavide.com/autofficine/bergamo/mologni-fabrizio-autofficina/,,,
Car Service F.lli D.A. S.r.l,Bergamo BG,"Via Luigi Salvi, 2, 24125 Bergamo BG",392 461 1891,,SENZA SITO,nessun sito,24,https://mirondavide.com/autofficine/bergamo/car-service-f-lli-d-a-s-r-l/,,,
Carrozzeria Lazzaroni,Bergamo BG,"Via Privata Lorenzi, 5, 24126 Bergamo BG",035 321979,,SENZA SITO,nessun sito,21,https://mirondavide.com/autofficine/bergamo/carrozzeria-lazzaroni/,,,
GARAGE BERGAMO,Gorle BG,"Via Giacomo Leopardi, 7, 24020 Gorle BG",035 361828,,SENZA SITO,nessun sito,21,https://mirondavide.com/autofficine/bergamo/garage-bergamo/,,,
Capitanio Gianfranco,Bergamo BG,"Via Angelo Mazzi, 6, 24121 Bergamo BG",339 335 5836,,SENZA SITO,nessun sito,20,https://mirondavide.com/autofficine/bergamo/capitanio-gianfranco/,https://wa.me/393393355836?text=Buongiorno%2C%0A%0Ami%20chiamo%20Davide%2C%20realizzo%20siti%20web%20per%20attivit%C3%A0%20locali.%0AHo%20creato%20un%20sito%20da%20zero%20per%20Capitanio%20Gianfranco.%0AEccolo%3A%20https%3A//mirondavide.com/autofficine/bergamo/capitanio-gianfranco/%0A%0ALavoro%20da%20solo%20%E2%80%94%20niente%20agenzie.%20Prezzo%20da%20%E2%82%AC500%2C%20consegna%20in%2072%20ore.%0A%0ASe%20vi%20interessa%2C%20possiamo%20sentirci%2010%20minuti%20%E2%80%94%20anche%20al%20telefono%20o%20passo%20di%20persona.%0A%0AUn%20saluto%2C%0ADavide%20%E2%80%94%20379%20210%206196,,
Autofficina Bonaita Srl,Bergamo BG,"Via delle Canovine, 52, 24126 Bergamo BG",035 310525,,SITO MORTO,il sito non si apre,228,https://mirondavide.com/autofficine/bergamo/autofficina-bonaita-srl/,,,
Autofficina Gotti Maurizio,Dalmine BG,"Via Monte Nevoso, 17, 24044 Dalmine BG",035 437 3190,,SITO MORTO,il sito non si apre,208,https://mirondavide.com/autofficine/bergamo/autofficina-gotti-maurizio/,,,
Ad Autoservice Donzelli,Stezzano BG,"Via Fiume Po, 290, 24040 Stezzano BG",035 437 9004,,SITO MORTO,il sito non si apre,162,https://mirondavide.com/autofficine/bergamo/ad-autoservice-donzelli/,,,
Autofficina Palazzi,Bologna BO,"V. Emilia Ponente, 154, 40133 Bologna BO",051 387460,,SITO MORTO,il sito non si apre,123,https://mirondavide.com/autofficine/bergamo/autofficina-palazzi/,,,
Autofficina Signorelli,Bergamo BG,"Via Fratelli Vicentini, 4, 24126 Bergamo BG",035 314479,,SITO MORTO,il sito non si apre,80,https://mirondavide.com/autofficine/bergamo/autofficina-signorelli/,,,
Carrozzeria Flaminia,Ranica BG,"Via Guglielmo Marconi, 123, 24020 Ranica BG",035 340518,,SITO MORTO,il sito non si apre,39,https://mirondavide.com/autofficine/bergamo/carrozzeria-flaminia/,,,
Carrozzeria Alle Cave | Soccorso Stradale con carroattrezzi,Strozza BG,"Via Trieste, 4C, 24030 Strozza BG",035 862202,,SITO MORTO,il sito non si apre,25,https://mirondavide.com/autofficine/bergamo/carrozzeria-alle-cave-soccorso-stradale-con-carroa/,,,
Carburatori Bergamo srl,Bergamo BG,"Via per Grumello, 32, 24127 Bergamo BG",035 255257,,SITO VECCHIO,no HTTPS,1402,https://mirondavide.com/autofficine/bergamo/carburatori-bergamo-srl/,,,
Gruppo Drago,Bergamo BG,"Corso Roma, 156, 24068 Bergamo BG",035 298827,info@gruppodrago.com,SITO VECCHIO,no HTTPS,533,https://mirondavide.com/autofficine/bergamo/gruppo-drago/,,mailto:info@gruppodrago.com?subject=Sito%20nuovo%20per%20Gruppo%20Drago&body=Buongiorno%2C%0A%0Ami%20chiamo%20Davide%2C%20realizzo%20siti%20web%20per%20attivit%C3%A0%20locali.%0AHo%20preparato%20una%20versione%20pi%C3%B9%20moderna%20del%20sito%20per%20Gruppo%20Drago.%0AEccolo%3A%20https%3A//mirondavide.com/autofficine/bergamo/gruppo-drago/%0A%0ALavoro%20da%20solo%20%E2%80%94%20niente%20agenzie.%20Il%20prezzo%20parte%20da%20%E2%82%AC500%20per%20una%20homepage%20completa%2C%20consegnata%20in%2072%20ore.%0A%0ASe%20vi%20interessa%2C%20possiamo%20sentirci%2010%20minuti%20%E2%80%94%20anche%20al%20telefono%20o%20passo%20di%20persona.%0A%0AUn%20saluto%2C%0ADavide%20%E2%80%94%20379%20210%206196%0A%0A---%0APer%20non%20ricevere%20altri%20messaggi%3A%20rispondete%20%27rimuovi%27.,
Revisioni Bergamo,Bergamo BG,"Via Stezzano, 47, 24126 Bergamo BG",391 733 6790,francesco@revisionibergamo.it,SITO VECCHIO,no HTTPS,402,https://mirondavide.com/autofficine/bergamo/revisioni-bergamo/,,mailto:francesco@revisionibergamo.it?subject=Sito%20nuovo%20per%20Revisioni%20Bergamo&body=Buongiorno%2C%0A%0Ami%20chiamo%20Davide%2C%20realizzo%20siti%20web%20per%20attivit%C3%A0%20locali.%0AHo%20preparato%20una%20versione%20pi%C3%B9%20moderna%20del%20sito%20per%20Revisioni%20Bergamo.%0AEccolo%3A%20https%3A//mirondavide.com/autofficine/bergamo/revisioni-bergamo/%0A%0ALavoro%20da%20solo%20%E2%80%94%20niente%20agenzie.%20Il%20prezzo%20parte%20da%20%E2%82%AC500%20per%20una%20homepage%20completa%2C%20consegnata%20in%2072%20ore.%0A%0ASe%20vi%20interessa%2C%20possiamo%20sentirci%2010%20minuti%20%E2%80%94%20anche%20al%20telefono%20o%20passo%20di%20persona.%0A%0AUn%20saluto%2C%0ADavide%20%E2%80%94%20379%20210%206196%0A%0A---%0APer%20non%20ricevere%20altri%20messaggi%3A%20rispondete%20%27rimuovi%27.,
Carrozzeria Autosicura Bergamo,Bergamo BG,"Via Pietro Spino, 10, 24126 Bergamo BG",035 321116,,SITO VECCHIO,non adatto al telefono,238,https://mirondavide.com/autofficine/bergamo/carrozzeria-autosicura-bergamo/,,,
Carrozzeria Granelli,Curno BG,"Via Trento, 24, 24035 Curno BG",035 437 6305,,SITO VECCHIO,no HTTPS,230,https://mirondavide.com/autofficine/bergamo/carrozzeria-granelli/,,,
Autofficina Alberti Srl,Bergamo BG,"Via Fratelli Bronzetti, 10, 24124 Bergamo BG",035 217321,,SITO VECCHIO,no HTTPS,227,https://mirondavide.com/autofficine/bergamo/autofficina-alberti-srl/,,,
Carrozzeria Celadina AUTORIZZATA,Gorle BG,"Via Roma, 61 A, 24020 Gorle BG",035 300773,carceladina@gmail.com,SITO VECCHIO,"no HTTPS, non adatto al telefono",197,https://mirondavide.com/autofficine/bergamo/carrozzeria-celadina-autorizzata/,,mailto:carceladina@gmail.com?subject=Sito%20nuovo%20per%20Celadina%20AUTORIZZATA&body=Buongiorno%2C%0A%0Ami%20chiamo%20Davide%2C%20realizzo%20siti%20web%20per%20attivit%C3%A0%20locali.%0AHo%20preparato%20una%20versione%20pi%C3%B9%20moderna%20del%20sito%20per%20Celadina%20AUTORIZZATA.%0AEccolo%3A%20https%3A//mirondavide.com/autofficine/bergamo/carrozzeria-celadina-autorizzata/%0A%0ALavoro%20da%20solo%20%E2%80%94%20niente%20agenzie.%20Il%20prezzo%20parte%20da%20%E2%82%AC500%20per%20una%20homepage%20completa%2C%20consegnata%20in%2072%20ore.%0A%0ASe%20vi%20interessa%2C%20possiamo%20sentirci%2010%20minuti%20%E2%80%94%20anche%20al%20telefono%20o%20passo%20di%20persona.%0A%0AUn%20saluto%2C%0ADavide%20%E2%80%94%20379%20210%206196%0A%0A---%0APer%20non%20ricevere%20altri%20messaggi%3A%20rispondete%20%27rimuovi%27.,
Carrozzeria Granelli,Bergamo BG,"Via Alessandro Furietti, 15, 24126 Bergamo BG",035 319372,,SITO VECCHIO,no HTTPS,182,https://mirondavide.com/autofficine/bergamo/carrozzeria-granelli/,,,
Car Clinic,Bergamo BG,"Via Vittore Ghislandi, 61, 24125 Bergamo BG",035 244236,,SITO VECCHIO,no HTTPS,182,https://mirondavide.com/autofficine/bergamo/car-clinic/,,,
Autofficina Bonomi,Bergamo BG,"Via C. Baioni, 49, 24123 Bergamo BG",035 247641,info@bonomiautofficina.it,SITO VECCHIO,no HTTPS,174,https://mirondavide.com/autofficine/bergamo/autofficina-bonomi/,,mailto:info@bonomiautofficina.it?subject=Sito%20nuovo%20per%20Bonomi&body=Buongiorno%2C%0A%0Ami%20chiamo%20Davide%2C%20realizzo%20siti%20web%20per%20attivit%C3%A0%20locali.%0AHo%20preparato%20una%20versione%20pi%C3%B9%20moderna%20del%20sito%20per%20Bonomi.%0AEccolo%3A%20https%3A//mirondavide.com/autofficine/bergamo/autofficina-bonomi/%0A%0ALavoro%20da%20solo%20%E2%80%94%20niente%20agenzie.%20Il%20prezzo%20parte%20da%20%E2%82%AC500%20per%20una%20homepage%20completa%2C%20consegnata%20in%2072%20ore.%0A%0ASe%20vi%20interessa%2C%20possiamo%20sentirci%2010%20minuti%20%E2%80%94%20anche%20al%20telefono%20o%20passo%20di%20persona.%0A%0AUn%20saluto%2C%0ADavide%20%E2%80%94%20379%20210%206196%0A%0A---%0APer%20non%20ricevere%20altri%20messaggi%3A%20rispondete%20%27rimuovi%27.,
Carrozzeria e Officina Maffiuletti,Dalmine BG,"Via Friuli, 29, 24044 Dalmine BG",035 565416,info@maffiuletti.it,SITO VECCHIO,no HTTPS,165,https://mirondavide.com/autofficine/bergamo/carrozzeria-e-officina-maffiuletti/,,mailto:info@maffiuletti.it?subject=Sito%20nuovo%20per%20e%20Officina%20Maffiuletti&body=Buongiorno%2C%0A%0Ami%20chiamo%20Davide%2C%20realizzo%20siti%20web%20per%20attivit%C3%A0%20locali.%0AHo%20preparato%20una%20versione%20pi%C3%B9%20moderna%20del%20sito%20per%20e%20Officina%20Maffiuletti.%0AEccolo%3A%20https%3A//mirondavide.com/autofficine/bergamo/carrozzeria-e-officina-maffiuletti/%0A%0ALavoro%20da%20solo%20%E2%80%94%20niente%20agenzie.%20Il%20prezzo%20parte%20da%20%E2%82%AC500%20per%20una%20homepage%20completa%2C%20consegnata%20in%2072%20ore.%0A%0ASe%20vi%20interessa%2C%20possiamo%20sentirci%2010%20minuti%20%E2%80%94%20anche%20al%20telefono%20o%20passo%20di%20persona.%0A%0AUn%20saluto%2C%0ADavide%20%E2%80%94%20379%20210%206196%0A%0A---%0APer%20non%20ricevere%20altri%20messaggi%3A%20rispondete%20%27rimuovi%27.,
Bolazzi Autofficina,Bergamo BG,"Via Maestri del Lavoro, 19, 24126 Bergamo BG",035 314852,,SITO VECCHIO,non adatto al telefono,145,https://mirondavide.com/autofficine/bergamo/bolazzi-autofficina/,,,
Carrozzeria Tomasini - Treviglio - Bergamo,Treviglio BG,"Via Enrico de Nicola, 5, 24047 Treviglio BG",0363 47152,info@carrozzeriatomasini.it,SITO VECCHIO,no HTTPS,133,https://mirondavide.com/autofficine/bergamo/carrozzeria-tomasini-treviglio-bergamo/,,mailto:info@carrozzeriatomasini.it?subject=Sito%20nuovo%20per%20Tomasini%20Treviglio%20Bergamo&body=Buongiorno%2C%0A%0Ami%20chiamo%20Davide%2C%20realizzo%20siti%20web%20per%20attivit%C3%A0%20locali.%0AHo%20preparato%20una%20versione%20pi%C3%B9%20moderna%20del%20sito%20per%20Tomasini%20Treviglio%20Bergamo.%0AEccolo%3A%20https%3A//mirondavide.com/autofficine/bergamo/carrozzeria-tomasini-treviglio-bergamo/%0A%0ALavoro%20da%20solo%20%E2%80%94%20niente%20agenzie.%20Il%20prezzo%20parte%20da%20%E2%82%AC500%20per%20una%20homepage%20completa%2C%20consegnata%20in%2072%20ore.%0A%0ASe%20vi%20interessa%2C%20possiamo%20sentirci%2010%20minuti%20%E2%80%94%20anche%20al%20telefono%20o%20passo%20di%20persona.%0A%0AUn%20saluto%2C%0ADavide%20%E2%80%94%20379%20210%206196%0A%0A---%0APer%20non%20ricevere%20altri%20messaggi%3A%20rispondete%20%27rimuovi%27.,
Car Terzi,Grassobbio BG,"Via Europa, 27, 24050 Grassobbio BG",035 525041,email@address.com,SITO VECCHIO,no HTTPS,110,https://mirondavide.com/autofficine/bergamo/car-terzi/,,mailto:email@address.com?subject=Sito%20nuovo%20per%20Car%20Terzi&body=Buongiorno%2C%0A%0Ami%20chiamo%20Davide%2C%20realizzo%20siti%20web%20per%20attivit%C3%A0%20locali.%0AHo%20preparato%20una%20versione%20pi%C3%B9%20moderna%20del%20sito%20per%20Car%20Terzi.%0AEccolo%3A%20https%3A//mirondavide.com/autofficine/bergamo/car-terzi/%0A%0ALavoro%20da%20solo%20%E2%80%94%20niente%20agenzie.%20Il%20prezzo%20parte%20da%20%E2%82%AC500%20per%20una%20homepage%20completa%2C%20consegnata%20in%2072%20ore.%0A%0ASe%20vi%20interessa%2C%20possiamo%20sentirci%2010%20minuti%20%E2%80%94%20anche%20al%20telefono%20o%20passo%20di%20persona.%0A%0AUn%20saluto%2C%0ADavide%20%E2%80%94%20379%20210%206196%0A%0A---%0APer%20non%20ricevere%20altri%20messaggi%3A%20rispondete%20%27rimuovi%27.,
Autofficina Ghisleni,Bergamo BG,"Via F. Corridoni, 35, 24124 Bergamo BG",035 345546,info@ghisleniservice.it,SITO VECCHIO,no HTTPS,108,https://mirondavide.com/autofficine/bergamo/autofficina-ghisleni/,,mailto:info@ghisleniservice.it?subject=Sito%20nuovo%20per%20Ghisleni&body=Buongiorno%2C%0A%0Ami%20chiamo%20Davide%2C%20realizzo%20siti%20web%20per%20attivit%C3%A0%20locali.%0AHo%20preparato%20una%20versione%20pi%C3%B9%20moderna%20del%20sito%20per%20Ghisleni.%0AEccolo%3A%20https%3A//mirondavide.com/autofficine/bergamo/autofficina-ghisleni/%0A%0ALavoro%20da%20solo%20%E2%80%94%20niente%20agenzie.%20Il%20prezzo%20parte%20da%20%E2%82%AC500%20per%20una%20homepage%20completa%2C%20consegnata%20in%2072%20ore.%0A%0ASe%20vi%20interessa%2C%20possiamo%20sentirci%2010%20minuti%20%E2%80%94%20anche%20al%20telefono%20o%20passo%20di%20persona.%0A%0AUn%20saluto%2C%0ADavide%20%E2%80%94%20379%20210%206196%0A%0A---%0APer%20non%20ricevere%20altri%20messaggi%3A%20rispondete%20%27rimuovi%27.,
"Carrozzeria e Officina Pezzucchi, Camper e Westfalia",Bergamo BG,"Via Stezzano, 47, 24126 Bergamo BG",035 310664,,SITO VECCHIO,"no HTTPS, non adatto al telefono",91,https://mirondavide.com/autofficine/bergamo/carrozzeria-e-officina-pezzucchi-camper-e-westfali/,,,
Carrozzeria Nava,Ponteranica BG,"Via Ramera, 57, 24010 Ponteranica BG",035 571304,info@carrozzerianava.it,SITO VECCHIO,no HTTPS,88,https://mirondavide.com/autofficine/bergamo/carrozzeria-nava/,,mailto:info@carrozzerianava.it?subject=Sito%20nuovo%20per%20Nava&body=Buongiorno%2C%0A%0Ami%20chiamo%20Davide%2C%20realizzo%20siti%20web%20per%20attivit%C3%A0%20locali.%0AHo%20preparato%20una%20versione%20pi%C3%B9%20moderna%20del%20sito%20per%20Nava.%0AEccolo%3A%20https%3A//mirondavide.com/autofficine/bergamo/carrozzeria-nava/%0A%0ALavoro%20da%20solo%20%E2%80%94%20niente%20agenzie.%20Il%20prezzo%20parte%20da%20%E2%82%AC500%20per%20una%20homepage%20completa%2C%20consegnata%20in%2072%20ore.%0A%0ASe%20vi%20interessa%2C%20possiamo%20sentirci%2010%20minuti%20%E2%80%94%20anche%20al%20telefono%20o%20passo%20di%20persona.%0A%0AUn%20saluto%2C%0ADavide%20%E2%80%94%20379%20210%206196%0A%0A---%0APer%20non%20ricevere%20altri%20messaggi%3A%20rispondete%20%27rimuovi%27.,
"Carrozzeria Manzoni - servizio levabolli, auto sostitutiva",Curno BG,"Via Lega Lombarda, 21, 24035 Curno BG",035 613131,,SITO VECCHIO,"no HTTPS, non adatto al telefono",75,https://mirondavide.com/autofficine/bergamo/carrozzeria-manzoni-servizio-levabolli-auto-sostit/,,,
Autoriparazioni Missaggia Roberto,Bergamo BG,"Via per Grumello, 30, 24127 Bergamo BG",035 262596,,SITO VECCHIO,"no HTTPS, non adatto al telefono",74,https://mirondavide.com/autofficine/bergamo/autoriparazioni-missaggia-roberto/,,,
Autofficina STOP and GO Car Service - BestDrive,Fara Gera d'Adda BG,"Via Bergamo, 745/2, 24045 Fara Gera d'Adda BG",0363 398557,nfo@autofficinastopandgo.com,SITO VECCHIO,no HTTPS,70,https://mirondavide.com/autofficine/bergamo/autofficina-stop-and-go-car-service-bestdrive/,,mailto:nfo@autofficinastopandgo.com?subject=Sito%20nuovo%20per%20STOP%20and%20GO&body=Buongiorno%2C%0A%0Ami%20chiamo%20Davide%2C%20realizzo%20siti%20web%20per%20attivit%C3%A0%20locali.%0AHo%20preparato%20una%20versione%20pi%C3%B9%20moderna%20del%20sito%20per%20STOP%20and%20GO.%0AEccolo%3A%20https%3A//mirondavide.com/autofficine/bergamo/autofficina-stop-and-go-car-service-bestdrive/%0A%0ALavoro%20da%20solo%20%E2%80%94%20niente%20agenzie.%20Il%20prezzo%20parte%20da%20%E2%82%AC500%20per%20una%20homepage%20completa%2C%20consegnata%20in%2072%20ore.%0A%0ASe%20vi%20interessa%2C%20possiamo%20sentirci%2010%20minuti%20%E2%80%94%20anche%20al%20telefono%20o%20passo%20di%20persona.%0A%0AUn%20saluto%2C%0ADavide%20%E2%80%94%20379%20210%206196%0A%0A---%0APer%20non%20ricevere%20altri%20messaggi%3A%20rispondete%20%27rimuovi%27.,
Autofficina Monti Virgilio & Figli,Bergamo BG,"Via Zanica, 54, 24126 Bergamo BG",035 316813,,SITO VECCHIO,non adatto al telefono,67,https://mirondavide.com/autofficine/bergamo/autofficina-monti-virgilio-figli/,,,
